WMU,Year,Active Hunters,Antlered Harvest,Antlerless Harvest,Total Harvest
2,2009,51,0,0,0
2,2010,86,0,0,0
2,2011,113,0,0,0
2,2012,30,0,0,0
2,2013,48,2,0,2
2,2014,9,0,0,0
2,2015,24,0,0,0
2,2016,72,0,0,0
2,2017,167,0,0,0
2,2018,57,23,0,23
2,2019,60,2,0,2
2,2020,49,12,0,12
2,2021,45,5,0,5
2,2022,57,1,0,1
2,2023,47,2,0,2
2,2024,37,3,0,3
3,2008,457,99,47,146
3,2009,506,80,37,117
3,2010,339,63,40,103
3,2011,523,36,15,51
3,2012,238,18,42,60
3,2013,386,38,25,63
3,2014,244,19,0,19
3,2015,214,4,6,10
3,2016,345,5,3,8
3,2017,335,13,6,19
3,2018,305,2,0,2
3,2019,165,13,0,13
3,2020,166,10,5,15
3,2021,151,10,7,17
3,2022,111,9,6,15
3,2023,140,10,2,12
3,2024,112,12,2,14
4,2008,194,5,0,5
4,2009,169,21,0,21
4,2010,180,32,2,34
4,2011,102,21,0,21
4,2012,198,31,5,36
4,2013,145,3,6,9
4,2014,209,2,0,2
4,2015,188,3,2,5
4,2016,230,0,3,3
4,2017,68,0,2,2
4,2018,121,0,0,0
4,2019,71,8,0,8
4,2020,72,13,1,14
4,2021,66,7,2,9
4,2022,69,2,2,4
4,2023,77,10,2,12
4,2024,78,5,2,7
5,2008,1207,228,193,421
5,2009,1398,249,230,479
5,2010,1100,215,258,473
5,2011,1255,216,200,416
5,2012,1399,349,314,663
5,2013,1392,168,108,276
5,2014,925,73,89,162
5,2015,995,46,44,90
5,2016,979,39,43,82
5,2017,739,70,103,173
5,2018,843,58,29,87
5,2019,496,35,17,52
5,2020,505,46,28,74
5,2021,382,38,21,59
5,2022,304,20,4,24
5,2023,290,28,9,37
5,2024,303,21,1,22
6,2008,254,20,46,66
6,2009,251,40,30,70
6,2010,184,15,46,61
6,2011,181,14,39,53
6,2012,270,73,61,134
6,2013,236,6,41,47
6,2014,256,27,49,76
6,2015,291,56,0,56
6,2016,192,11,23,34
6,2017,294,5,13,18
6,2018,218,7,2,9
6,2019,123,11,2,13
6,2020,117,12,1,13
6,2021,90,19,4,23
6,2022,87,8,0,8
6,2023,107,18,2,20
6,2024,106,11,1,12
8,2008,1394,571,635,1206
8,2009,1352,601,453,1054
8,2010,1394,624,592,1216
8,2011,1475,543,605,1148
8,2012,1552,608,696,1304
8,2013,1587,607,693,1300
8,2014,1153,396,476,872
8,2015,1453,470,514,984
8,2016,1654,485,577,1062
8,2017,1620,557,767,1324
8,2018,1584,424,572,996
8,2019,1429,472,549,1021
8,2020,1634,610,714,1324
8,2021,1515,637,650,1287
8,2022,1380,439,312,751
8,2023,1296,443,220,663
8,2024,1413,479,224,703
10,2008,2699,1217,1462,2679
10,2009,2428,985,1099,2084
10,2010,2410,982,1111,2093
10,2011,2476,921,980,1901
10,2012,2776,1233,1139,2372
10,2013,2679,891,976,1867
10,2014,1860,445,409,854
10,2015,2148,850,361,1211
10,2016,2032,770,413,1183
10,2017,2112,831,469,1300
10,2018,2176,681,544,1225
10,2019,2004,667,391,1058
10,2020,2000,574,377,951
10,2021,1845,733,231,964
10,2022,1759,554,202,756
10,2023,1610,597,107,704
10,2024,1701,655,82,737
13,2008,3281,1032,715,1747
13,2009,3251,1009,671,1680
13,2010,3273,922,698,1620
13,2011,3128,1076,792,1868
13,2012,4170,1481,1100,2581
13,2013,4383,1476,809,2285
13,2014,3698,1074,1027,2101
13,2015,4005,1246,933,2179
13,2016,4642,1405,901,2306
13,2017,4391,1380,943,2323
13,2018,4708,1300,834,2134
13,2019,3482,893,805,1698
13,2020,3680,855,849,1704
13,2021,3239,812,662,1474
13,2022,2659,544,398,942
13,2023,2590,332,272,604
13,2024,2370,413,241,654
14,2008,17,10,10,20
14,2009,96,52,2,54
14,2010,40,4,4,8
14,2011,14,0,3,3
14,2012,104,0,0,0
14,2013,11,0,0,0
14,2014,79,17,0,17
14,2015,7,0,0,0
14,2016,0,0,0,0
14,2017,0,0,0,0
14,2018,2,0,0,0
14,2019,14,0,0,0
14,2020,16,0,0,0
14,2021,16,1,0,1
14,2022,21,3,0,3
14,2023,15,1,1,2
14,2024,23,1,0,1
17,2009,19,0,0,0
17,2010,39,0,0,0
17,2011,8,0,0,0
17,2012,4,6,0,6
17,2013,9,0,0,0
17,2014,40,0,0,0
17,2015,10,0,0,0
17,2016,14,0,0,0
17,2017,65,35,0,35
17,2018,11,0,0,0
17,2019,25,5,0,5
17,2020,27,0,0,0
17,2021,19,2,0,2
17,2022,19,0,0,0
17,2023,19,0,0,0
17,2024,14,1,0,1
19,2009,69,13,0,13
19,2010,19,0,3,3
19,2011,15,0,2,2
19,2012,92,0,0,0
19,2013,31,1,0,1
19,2014,17,0,0,0
19,2015,140,36,0,36
19,2016,45,0,0,0
19,2017,57,7,0,7
19,2018,85,0,0,0
19,2019,14,3,0,3
19,2020,23,4,0,4
19,2021,19,1,0,1
19,2022,17,0,0,0
19,2023,15,2,0,2
19,2024,23,3,0,3
22,2009,0,0,0,0
22,2010,0,0,0,0
22,2011,3,0,0,0
22,2012,27,0,0,0
22,2013,0,0,0,0
22,2014,0,0,0,0
22,2015,0,0,0,0
22,2016,7,0,0,0
22,2017,0,0,0,0
22,2018,23,0,0,0
22,2019,14,0,0,0
22,2020,8,1,0,1
22,2021,6,0,0,0
22,2022,9,1,0,1
22,2023,9,0,0,0
22,2024,10,1,0,1
23,2009,7,0,0,0
23,2010,6,0,0,0
23,2011,6,0,0,0
23,2012,11,0,0,0
23,2013,12,0,0,0
23,2014,2,0,0,0
23,2015,0,0,0,0
23,2016,15,0,0,0
23,2017,15,3,0,3
23,2018,26,0,0,0
23,2019,20,4,0,4
23,2020,14,0,0,0
23,2021,21,5,0,5
23,2022,13,1,0,1
23,2023,19,0,0,0
23,2024,9,1,0,1
24,2009,22,0,0,0
24,2010,1,0,0,0
24,2011,2,0,0,0
24,2012,11,0,0,0
24,2013,0,0,0,0
24,2014,7,0,0,0
24,2015,35,0,0,0
24,2016,23,0,0,0
24,2017,34,0,0,0
24,2018,18,0,0,0
24,2019,11,1,0,1
24,2020,8,2,0,2
24,2021,12,0,0,0
24,2022,15,0,0,0
24,2023,13,0,0,0
24,2024,16,3,0,3
25,2009,2,0,0,0
25,2010,40,0,1,1
25,2011,0,0,0,0
25,2012,7,0,0,0
25,2013,0,0,0,0
25,2014,0,0,0,0
25,2015,8,0,0,0
25,2016,20,0,0,0
25,2017,21,4,0,4
25,2018,0,0,0,0
25,2019,10,0,0,0
25,2020,6,0,0,0
25,2021,3,1,0,1
25,2022,3,1,0,1
25,2023,1,0,0,0
25,2024,8,NULL,NULL,NULL
26,2009,46,38,0,38
26,2010,3,0,0,0
26,2011,3,0,0,0
26,2012,6,0,0,0
26,2013,0,0,0,0
26,2014,0,0,0,0
26,2015,19,0,0,0
26,2016,4,0,0,0
26,2017,6,0,0,0
26,2018,20,0,0,0
26,2019,11,2,0,2
26,2020,15,1,0,1
26,2021,13,1,0,1
26,2022,10,0,0,0
26,2023,7,0,0,0
26,2024,8,NULL,NULL,NULL
27,2009,1,0,0,0
27,2010,33,22,0,22
27,2011,0,3,0,3
27,2012,0,0,0,0
27,2013,9,0,0,0
27,2014,10,0,0,0
27,2015,3,0,0,0
27,2016,36,0,0,0
27,2017,22,4,0,4
27,2018,34,0,0,0
27,2019,14,2,0,2
27,2020,12,0,0,0
27,2021,27,0,0,0
27,2022,15,1,0,1
27,2023,15,3,1,4
27,2024,20,1,0,1
28,2008,323,56,9,65
28,2009,172,4,0,4
28,2010,140,4,2,6
28,2011,162,2,2,4
28,2012,155,6,6,12
28,2013,120,0,3,3
28,2014,83,0,14,14
28,2015,168,2,0,2
28,2016,106,2,2,4
28,2017,88,2,0,2
28,2018,180,50,8,58
28,2019,103,2,2,4
28,2020,116,4,6,10
28,2021,102,2,2,4
28,2022,89,6,0,6
28,2023,93,10,0,10
28,2024,102,8,3,11
29,2009,23,0,0,0
29,2010,48,0,0,0
29,2011,0,0,0,0
29,2012,13,6,0,6
29,2013,35,6,0,6
29,2014,4,0,0,0
29,2015,46,0,0,0
29,2016,71,2,0,2
29,2017,21,0,0,0
29,2018,25,0,0,0
29,2019,27,1,0,1
29,2020,18,0,0,0
29,2021,19,1,0,1
29,2022,12,1,0,1
29,2023,31,3,0,3
29,2024,21,1,0,1
30,2009,14,0,0,0
30,2010,2,0,0,0
30,2011,8,6,0,6
30,2012,29,0,0,0
30,2013,13,0,0,0
30,2014,38,0,0,0
30,2015,3,0,0,0
30,2016,15,0,0,0
30,2017,93,3,0,3
30,2018,16,0,0,0
30,2019,27,3,0,3
30,2020,14,1,0,1
30,2021,13,1,0,1
30,2022,15,0,0,0
30,2023,23,1,1,2
30,2024,66,1,0,1
31,2009,26,0,0,0
31,2010,8,0,0,0
31,2011,8,2,0,2
31,2012,13,0,0,0
31,2013,20,0,0,0
31,2014,2,0,0,0
31,2015,12,0,0,0
31,2016,77,30,0,30
31,2017,7,2,5,7
31,2018,27,0,0,0
31,2019,14,1,0,1
31,2020,9,1,0,1
31,2021,19,1,0,1
31,2022,18,1,0,1
31,2023,21,1,0,1
31,2024,12,1,0,1
32,2022,4,0,0,0
32,2023,22,6,1,7
32,2024,22,1,0,1
33,2022,2,0,0,0
33,2023,4,3,0,3
33,2024,9,NULL,NULL,NULL
34,2009,33,0,0,0
34,2010,0,0,0,0
34,2011,51,6,0,6
34,2012,15,11,0,11
34,2013,40,15,0,15
34,2014,15,0,0,0
34,2015,39,0,0,0
34,2016,70,5,0,5
34,2017,5,0,0,0
34,2018,73,16,0,16
34,2019,35,7,0,7
34,2020,27,4,0,4
34,2021,25,4,0,4
34,2022,25,1,0,1
34,2023,24,4,0,4
34,2024,24,3,0,3
